;current_time;target_north_from_observer;target_east_from_observer;tau_X;tau_N;ugps_lat;ugps_lon;ugps_depth;ugps_x;ugps_y;ugps_z;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle
2025-12-11_15:22:56:217505;1765462976.2033527;-11.694722720011354;19.12828093978196;-114.67334021695895;46.73475457357327;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462976.066518;0.13683462142944336;0.0;0.0;0.0;-0.0;979.161604690713;0.954929658551372;-11.694722720011354;19.12828093978196;22.42002834987448;2.1195443092674795;0.0
2025-12-11_15:22:56:374916;1765462976.3749166;-11.93915708130734;19.179367164875984;-114.56798679062658;47.123457187153626;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462976.2033527;0.17156386375427246;0.0;0.0;0.0;-0.0;981.0062898438472;0.954929658551372;-11.93915708130734;19.179367164875984;22.591848013326715;2.127595907426952;0.0
2025-12-11_15:22:56:480708;1765462976.4807088;-12.138950865336254;19.219942714165235;-114.4799620549405;47.40794812866624;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462976.3749166;0.10579228401184082;0.0;0.0;0.0;-0.0;982.3313520951062;0.954929658551372;-12.138950865336254;19.219942714165235;22.73236296663506;2.1341140640171843;0.0
2025-12-11_15:22:56:687441;1765462976.6747684;-12.31788531444785;19.255383248135843;-114.39962259261206;47.72761237027346;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462976.4807088;0.1940596103668213;0.0;0.0;0.0;-0.0;983.8569425246742;0.954929658551372;-12.31788531444785;19.255383248135843;22.858260709259582;2.139904646708696;0.0
2025-12-11_15:22:56:818484;1765462976.8024726;-12.604950788049022;19.310472487020853;-114.26767119522066;48.13812958292675;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462976.6747684;0.12770414352416992;0.0;0.0;0.0;-0.0;985.7525980657945;0.954929658551372;-12.604950788049022;19.310472487020853;23.0603367720666;2.1491037828200485;0.0
2025-12-11_15:22:56:961509;1765462976.9615092;-12.821345285361845;19.3505643731828;-114.16563620304176;48.42879269349398;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462976.8024726;0.15903663635253906;0.0;0.0;0.0;-0.0;987.0746562295499;0.954929658551372;-12.821345285361845;19.3505643731828;23.212738668394167;2.1559660968164067;0.0
2025-12-11_15:22:57:106035;1765462977.1019228;-13.02676367055798;19.38748500594764;-114.06667539714029;48.74485891012194;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462976.9615092;0.14041352272033691;0.0;0.0;0.0;-0.0;988.5352113769761;0.954929658551372;-13.02676367055798;19.38748500594764;23.357464472506724;2.1624243664358738;0.0
2025-12-11_15:22:57:257072;1765462977.2473907;-13.225169952673806;19.422096314501673;-113.9691036494909;49.05434685550693;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462977.1019228;0.14546799659729004;0.0;0.0;0.0;-0.0;989.9618862421474;0.954929658551372;-13.225169952673806;19.422096314501673;23.49729655783587;2.1686115321706887;0.0
2025-12-11_15:22:57:395373;1765462977.3953736;-13.46360245323555;19.46233022910142;-113.849202257927;49.40504068972406;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462977.2473907;0.14798283576965332;0.0;0.0;0.0;-0.0;991.5566528159782;0.954929658551372;-13.46360245323555;19.46233022910142;23.665394333612216;2.175982501996457;0.0
2025-12-11_15:22:57:517666;1765462977.5158274;-13.64517463386271;19.491976331476472;-113.75591638249388;49.66713045723475;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462977.3953736;0.1204538345336914;0.0;0.0;0.0;-0.0;992.7392002416343;0.954929658551372;-13.64517463386271;19.491976331476472;23.79344304835787;2.181549533050396;0.0
2025-12-11_15:22:57:653871;1765462977.6488383;-13.834480718178767;19.52197328051183;-113.65679997611684;49.95284624605502;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462977.5158274;0.1330108642578125;0.0;0.0;0.0;-0.0;994.0320829558642;0.954929658551372;-13.834480718178767;19.52197328051183;23.926978444982936;2.187312091111811;0.0
2025-12-11_15:22:57:799027;1765462977.789398;-14.038903994887033;19.553322672284132;-113.54760173298111;50.26406160712797;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462977.6488383;0.14055967330932617;0.0;0.0;0.0;-0.0;995.4358876966737;0.954929658551372;-14.038903994887033;19.553322672284132;24.071212119544704;2.193488073956847;0.0
2025-12-11_15:22:57:923709;1765462977.9237092;-14.251374930220887;19.58476108058639;-113.43167733685635;50.573941910197775;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462977.789398;0.13431119918823242;0.0;0.0;0.0;-0.0;996.8168559960842;0.954929658551372;-14.251374930220887;19.58476108058639;24.22115922051172;2.1998568030325827;0.0
2025-12-11_15:22:58:069663;1765462978.0667107;-14.46568691953597;19.61529223327028;-113.3121975320044;50.885790481953876;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462977.9237092;0.14300155639648438;0.0;0.0;0.0;-0.0;998.1988562868445;0.954929658551372;-14.46568691953597;19.61529223327028;24.3724390952286;2.2062298008087295;0.0
2025-12-11_15:22:58:188339;1765462978.1883392;-14.654164236091052;19.641165976612143;-113.20496834819292;51.160906368643666;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462978.0667107;0.1216285228729248;0.0;0.0;0.0;-0.0;999.4127310499298;0.954929658551372;-14.654164236091052;19.641165976612143;24.50550816406704;2.2117931716150743;0.0
2025-12-11_15:22:58:312294;1765462978.3113744;-14.822152746452364;19.663457965978324;-113.10767306552351;51.417029270236114;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462978.1883392;0.12303519248962402;0.0;0.0;0.0;-0.0;1000.5466858199691;0.954929658551372;-14.822152746452364;19.663457965978324;24.624130263198367;2.2167197536667826;0.0
2025-12-11_15:22:58:448279;1765462978.4411075;-15.009546838457705;19.6874712880835;-112.99719690855744;51.70538430468329;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462978.3113744;0.12973308563232422;0.0;0.0;0.0;-0.0;1001.8198850922961;0.954929658551372;-15.009546838457705;19.6874712880835;24.756474345410492;2.222180493427701;0.0
2025-12-11_15:22:58:609198;1765462978.5899007;-15.259532865112883;19.718106341353376;-112.84658678071304;52.059043811422825;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462978.4411075;0.14879322052001953;0.0;0.0;0.0;-0.0;1003.3482297298361;0.954929658551372;-15.259532865112883;19.718106341353376;24.93305157718125;2.2294089764274774;0.0
2025-12-11_15:22:58:725374;1765462978.725374;-15.460306070558014;19.74155481390968;-112.72291067728007;52.3473380978076;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462978.5899007;0.13547325134277344;0.0;0.0;0.0;-0.0;1004.5905288852792;0.954929658551372;-15.460306070558014;19.74155481390968;25.074888838555864;2.2351689125254453;0.0
2025-12-11_15:22:58:852045;1765462978.8430412;-15.621923283276203;19.7596836539538;-112.62157369823305;52.59565950750291;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462978.725374;0.11766719818115234;0.0;0.0;0.0;-0.0;1005.6699698120434;0.954929658551372;-15.621923283276203;19.7596836539538;25.18907670346208;2.2397766494969322;0.0
2025-12-11_15:22:58:994972;1765462978.9878051;-15.82567835955049;19.781591708252137;-112.4915247174153;52.91236053512692;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462978.8430412;0.14476394653320312;0.0;0.0;0.0;-0.0;1007.043325732573;0.954929658551372;-15.82567835955049;19.781591708252137;25.333050863485322;2.2455497525666592;0.0
2025-12-11_15:22:59:117858;1765462979.117859;-16.03669410616006;19.803168295901436;-112.35411675219318;53.218375789856516;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462978.9878051;0.13005375862121582;0.0;0.0;0.0;-0.0;1008.3445973292775;0.954929658551372;-16.03669410616006;19.803168295901436;25.482170873187876;2.251487074826713;0.0
2025-12-11_15:22:59:275909;1765462979.2715394;-16.259567231996243;19.82473054156229;-112.20593928832461;53.546390988055194;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462979.117859;0.15368056297302246;0.0;0.0;0.0;-0.0;1009.7357417513234;0.954929658551372;-16.259567231996243;19.82473054156229;25.63968540402473;2.2577131450795203;0.0
2025-12-11_15:22:59:393837;1765462979.3927069;-16.461087702249436;19.843143698117366;-112.06922977688761;53.83385979112129;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462979.2715394;0.12116742134094238;0.0;0.0;0.0;-0.0;1010.9394127299676;0.954929658551372;-16.461087702249436;19.843143698117366;25.78212094000962;2.263303862336788;0.0
2025-12-11_15:22:59:508308;1765462979.5072618;-16.628360899471204;19.857647318623627;-111.95376394712112;54.075950221428904;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462979.3927069;0.11455488204956055;0.0;0.0;0.0;-0.0;1011.9512833827778;0.954929658551372;-16.628360899471204;19.857647318623627;25.90035797501461;2.267916991636829;0.0
